Iteration	Posterior	Likelihood	Prior	age_extant	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	branch_rates_sd	diversification	extinction_rate	fossil_samp_rate	ln_branch_rates_mean	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	turnover
146500	-440.8981	-507.7457	66.84757	23.03188	0.0490763	0.0550565	0.0529688	0.0591466	0.0490646	0.0485985	0.0514446	0.0513498	0.0520769	0.0527939	0.0564887	0.0458688	0.0547233	0.0642328	0.0553229	0.0546556	0.0500051	0.0537534	0.0456826	0.0529319	0.0518054	0.0498845	0.0477432	0.0621745	0.0515993	0.0513925	0.0531783	0.0516742	0.0478569	0.0581782	0.0558624	0.0568554	0.0507505	0.0559619	0.0572868	0.0553032	0.0591741	0.0493958	0.0546206	0.0477356	0.0567888	0.0499061	0.05417448	0.0816384	0.1103018	0.03188689	0.07328631	-2.915545	4	29.23702	0.1421887	13.8973	16.6977	7.96856	13.771	13.4283	0.2242576
147000	-382.6122	-505.4333	122.8211	26.42816	0.0373953	0.039311	0.0366773	0.0384581	0.0400675	0.0384412	0.0372269	0.0380445	0.039366	0.0375287	0.0366546	0.038189	0.0385877	0.0399275	0.039074	0.0393162	0.0382428	0.0392989	0.0393627	0.0391658	0.0379321	0.0391882	0.0399089	0.0383937	0.0387725	0.03984	0.0381648	0.0399207	0.0387146	0.0382805	0.0387278	0.0370521	0.0373327	0.0400162	0.0384816	0.0377221	0.0377837	0.0395065	0.039663	0.0392238	0.0394992	0.0408462	0.03865151	0.02741429	0.04543689	0.1620968	0.03530561	-3.25317	3	27.04755	0.2075337	12.0926	18.3973	7.66157	14.7844	14.914	0.7810625
147500	-447.5873	-504.5553	56.96794	24.16709	0.0487422	0.0276565	0.0297198	0.0370738	0.0406624	0.0343649	0.0383615	0.0264138	0.036134	0.031331	0.0297531	0.0367434	0.0414048	0.0275561	0.0300199	0.0273668	0.0284361	0.0295261	0.0307328	0.0313728	0.0299464	0.029874	0.0245434	0.0274669	0.0294981	0.033205	0.0425301	0.0349638	0.0296103	0.0293853	0.0340546	0.0291914	0.0337708	0.0252483	0.0329359	0.0308523	0.0324794	0.0308349	0.0300794	0.0246988	0.0279284	0.0359814	0.03166904	0.1479832	0.09228101	0.03449468	0.03919986	-3.452416	4	27.59786	0.1267757	15.0001	17.1932	9.61792	14.2197	7.71334	0.2720922
148000	-427.5895	-497.9956	70.40608	23.46632	0.0379051	0.0374977	0.0360607	0.0371199	0.0403973	0.0371118	0.0430051	0.0409208	0.0375657	0.0386248	0.035614	0.0374919	0.0355839	0.0315766	0.0446095	0.0407976	0.0362504	0.041003	0.0340294	0.0345173	0.0418018	0.0433277	0.0386302	0.0426725	0.0393302	0.0355276	0.0374258	0.0428766	0.0338904	0.0371482	0.0350226	0.0398667	0.0339779	0.0423321	0.0339568	0.0352381	0.0386773	0.0339389	0.0347142	0.0389187	0.0335638	0.0351464	0.03757389	0.09055061	0.02741905	0.08469138	0.005295974	-3.281446	4	28.7955	0.1121104	15.7614	19.2381	8.8767	9.22197	9.14467	0.7554282
148500	-440.4699	-505.9792	65.50927	24.50182	0.0306257	0.0347885	0.0353978	0.0320954	0.0251745	0.0318156	0.030794	0.0332391	0.0286189	0.0352946	0.0318701	0.028085	0.0376567	0.0294049	0.0335876	0.0331285	0.0299015	0.0278456	0.0302319	0.0373012	0.0302119	0.0324424	0.0309256	0.0382031	0.0360599	0.0279184	0.0324138	0.0391715	0.0312349	0.0329887	0.0371056	0.0389321	0.0325865	0.0282898	0.0334603	0.0305097	0.0309107	0.0276624	0.0315418	0.0302466	0.0288263	0.0364606	0.03187146	0.09388909	0.0371249	0.121649	0.01884739	-3.446044	3	27.30071	0.1587739	19.6713	16.2456	9.68511	7.80166	7.57546	0.7661776
149000	-391.936	-501.9213	109.9853	26.40361	0.0387904	0.0383548	0.0399349	0.037361	0.0369471	0.0380618	0.0379074	0.0371566	0.03875	0.0390334	0.0387123	0.0381476	0.0402291	0.0398338	0.0370492	0.0391562	0.0378358	0.0358554	0.0382465	0.0423391	0.0395834	0.039221	0.0383764	0.0383315	0.0378957	0.0388109	0.0365847	0.03702	0.0394322	0.0393551	0.03839	0.0404729	0.0379345	0.0394484	0.0398981	0.0398627	0.03675	0.0363606	0.0373044	0.0390479	0.0358686	0.0375166	0.03829991	0.04133785	0.08715995	0.04410059	0.07084974	-3.262308	4	27.14885	0.1312605	22.2664	18.3309	7.69568	7.85301	9.1321	0.3359775
149500	-437.675	-505.1616	67.48665	23.93671	0.0377647	0.0378457	0.0431883	0.0370408	0.0359359	0.0355449	0.0491561	0.0386378	0.0373981	0.0383926	0.0390292	0.036494	0.0356676	0.0407516	0.0383435	0.0396285	0.043213	0.0368758	0.0406252	0.0362942	0.0459553	0.0335006	0.0363736	0.0333368	0.0366777	0.0346069	0.0346876	0.0377592	0.0364256	0.0350905	0.0377811	0.0423893	0.0392813	0.0368408	0.0391784	0.0368039	0.0404959	0.0347607	0.0322195	0.034441	0.0421776	0.0444491	0.03690747	0.09383347	0.08420191	0.1950933	0.02390184	-3.299341	4	27.71066	0.2792952	20.7642	16.3318	11.0096	7.39963	7.79988	0.69852
150000	-387.4524	-504.6329	117.1805	23.12595	0.0399254	0.0422363	0.0416284	0.0387726	0.0405905	0.0414843	0.0424829	0.0433855	0.0399886	0.0425826	0.040625	0.0416652	0.0408583	0.0409082	0.0404424	0.0407017	0.0391126	0.0431972	0.0399324	0.0414425	0.0402361	0.0408762	0.0401746	0.0406378	0.0424375	0.041653	0.0417959	0.042112	0.0419716	0.0422963	0.042318	0.0422031	0.0421823	0.0406751	0.0428812	0.041934	0.041066	0.0398396	0.0407207	0.0418488	0.0401735	0.0398101	0.04119623	0.03047561	0.1277045	0.1674468	0.01646491	-3.189409	4	28.94327	0.2951513	16.9348	16.3931	8.65003	12.7644	7.86017	0.5673253
150500	-423.7619	-503.0366	79.27473	28.08894	0.0415381	0.0375865	0.0396494	0.0363925	0.0394259	0.0395136	0.0437156	0.0417115	0.0410504	0.0364829	0.041493	0.0401461	0.0373879	0.0373737	0.0408651	0.041778	0.0406022	0.0425389	0.0406718	0.0361091	0.0418814	0.0421821	0.0405379	0.0377525	0.043726	0.0427032	0.0424146	0.0348909	0.0391326	0.0442677	0.0385669	0.0381501	0.0426467	0.0403498	0.0388265	0.0369857	0.0438725	0.0359324	0.038083	0.0470287	0.041933	0.0391388	0.04023958	0.05767278	0.03056504	0.1306312	0.008908105	-3.212904	4	29.73297	0.1611963	18.112	19.8601	11.3874	9.98424	10.4518	0.8103862
151000	-396.4219	-506.344	109.922	22.71046	0.0382708	0.0365039	0.0393453	0.0380656	0.0399847	0.0405985	0.0395322	0.0370581	0.0402259	0.0391376	0.0416437	0.0421945	0.0420394	0.0389575	0.039096	0.0379039	0.0364638	0.0412879	0.0385942	0.0384759	0.0399217	0.0396465	0.0398705	0.0396729	0.0387562	0.0382407	0.0387919	0.0374254	0.0384077	0.039194	0.0397299	0.0391173	0.0396006	0.0383839	0.0382964	0.0420849	0.0394948	0.0381318	0.0371393	0.0396701	0.041503	0.0391202	0.03940276	0.03974211	0.06389365	0.05083304	0.05129571	-3.233919	4	24.8672	0.1147267	15.4969	17.7572	9.65126	8.24242	7.64676	0.4430795
151500	-392.2569	-500.573	108.3162	26.32403	0.0315407	0.0323921	0.0301577	0.0322112	0.0329514	0.0330566	0.0308865	0.032153	0.0328665	0.0322839	0.0359136	0.0317745	0.0331355	0.0345595	0.0333285	0.0330777	0.0317908	0.0317988	0.0334782	0.0308274	0.0307163	0.0342372	0.031953	0.0320112	0.0306379	0.0332818	0.0316297	0.0328427	0.0335285	0.0325451	0.0344296	0.0319677	0.0346915	0.0321601	0.0337086	0.0349055	0.0322624	0.0326501	0.0314278	0.0337582	0.0310529	0.0317868	0.03274411	0.03874683	0.075094	0.1323198	0.009171345	-3.419032	3	29.43447	0.2074138	16.173	19.3446	10.0074	15.8743	13.1069	0.6379509
152000	-462.6079	-505.5026	42.8947	23.88264	0.0478419	0.0493278	0.0560772	0.0579689	0.0451746	0.03894	0.0505171	0.044356	0.0473152	0.0441821	0.0505335	0.0534062	0.0445195	0.046747	0.0547142	0.0535728	0.0371443	0.0509725	0.0474213	0.0678135	0.0538786	0.0409303	0.0532862	0.0586183	0.0436222	0.0572034	0.051941	0.0446222	0.0519755	0.0456732	0.0576464	0.0517425	0.0527927	0.0438528	0.0525342	0.056258	0.0634141	0.0651865	0.0486668	0.0447643	0.0522812	0.0441127	0.05086699	0.1308715	0.07603051	0.1820154	0.01013525	-2.978541	2	24.87398	0.2580459	14.1899	17.948	9.5427	13.0397	12.0192	0.7053605
152500	-472.8468	-501.0579	28.21116	26.6079	0.0404152	0.0511233	0.0453543	0.0330117	0.0406796	0.0519084	0.0411163	0.0363764	0.0492941	0.0250911	0.0543253	0.0525917	0.0423398	0.0327016	0.0327196	0.0275887	0.0553165	0.0334693	0.0322833	0.0372033	0.0509934	0.0324802	0.0414887	0.070692	0.0616685	0.0408556	0.0467921	0.0502806	0.0413197	0.0481347	0.0471917	0.055309	0.0405193	0.0382532	0.0447327	0.0458226	0.0311717	0.0451814	0.0485614	0.0487378	0.0383233	0.0464017	0.04570913	0.2496794	0.07906849	0.05418775	0.04879059	-3.085457	4	29.96938	0.1332562	17.7547	17.615	9.69332	7.75822	8.31237	0.4066432
153000	-424.0303	-501.899	77.86867	18.58196	0.0433672	0.0507299	0.0496579	0.0510781	0.0492387	0.0441802	0.042619	0.0525867	0.0474598	0.0508345	0.0485552	0.045168	0.048154	0.0436054	0.0476121	0.0416158	0.0501494	0.0487197	0.0465648	0.0522497	0.0492061	0.0536979	0.047727	0.051378	0.0471356	0.0493087	0.0483625	0.0514136	0.04668	0.0560768	0.0500317	0.0480253	0.0538924	0.0474504	0.0533039	0.0483587	0.0546029	0.0548222	0.046291	0.0533802	0.0540462	0.0448767	0.0490489	0.07633579	0.1290207	0.02973082	0.05532727	-3.014938	4	20.97619	0.1587516	12.4456	16.3539	7.93732	8.39629	9.04955	0.1872789
153500	-456.7515	-506.0228	49.27133	24.14825	0.0599678	0.0564566	0.0619059	0.0617147	0.0584945	0.0694956	0.070751	0.0537307	0.0657138	0.0680448	0.0632677	0.0647885	0.054861	0.0579233	0.0585303	0.0643094	0.0634171	0.0631134	0.0629668	0.0603986	0.0630419	0.0599972	0.0673348	0.0624615	0.0658524	0.0574018	0.052317	0.0619804	0.0560914	0.0745867	0.0612608	0.0617845	0.0692451	0.0526545	0.0754605	0.0505565	0.0676414	0.063594	0.0810904	0.0574542	0.0557356	0.0682896	0.0623211	0.1197903	0.0966415	0.09899751	0.02756325	-2.775455	3	25.602	0.195639	23.01	16.0816	7.66985	8.03566	9.17551	0.5060213
154000	-397.7688	-503.1312	105.3623	25.94557	0.0308158	0.028128	0.0289708	0.0291343	0.0281597	0.0305077	0.0310011	0.0293572	0.0323018	0.0279983	0.0298393	0.0305517	0.0290643	0.0308546	0.0302061	0.0329588	0.031866	0.0297961	0.0295073	0.0315779	0.0309103	0.0303641	0.030814	0.0285822	0.0305744	0.0327136	0.0325076	0.0294624	0.0292495	0.0286593	0.0291807	0.0285511	0.0283115	0.0299972	0.0284978	0.0300712	0.0312092	0.0300489	0.0299977	0.029426	0.0320909	0.0320338	0.029782	0.03502787	0.072934	0.03400702	0.04347874	-3.513851	4	28.80502	0.106941	16.4085	19.5644	11.1181	6.84705	5.97606	0.3179979
154500	-404.6897	-504.7637	100.074	25.33049	0.0310062	0.0265361	0.0297705	0.0288416	0.0307955	0.0300318	0.0316657	0.0311031	0.0315209	0.0316302	0.0291402	0.0308355	0.0301277	0.029999	0.031653	0.0310108	0.0288831	0.0301487	0.0282533	0.0301706	0.0314205	0.0312339	0.0321411	0.0301083	0.0331582	0.0328015	0.0292833	0.0287412	0.0284181	0.0324589	0.0308721	0.0316125	0.0302342	0.0288957	0.0297014	0.0300703	0.0341401	0.0324822	0.0300495	0.0276203	0.030686	0.0319191	0.03069588	0.04362465	0.0484146	0.05019692	0.07732104	-3.483627	4	25.73635	0.09861152	12.9879	18.5163	9.90894	9.63804	8.04494	0.5090371
155000	-437.2515	-503.605	66.35349	28.0749	0.0280677	0.0202087	0.0231121	0.0253874	0.0294177	0.0250388	0.0282322	0.0272492	0.0258773	0.0211597	0.0266243	0.0241963	0.0283508	0.0243134	0.0293929	0.0305582	0.0302622	0.0242577	0.0279338	0.0227591	0.0322978	0.0290818	0.0232937	0.0292359	0.0262111	0.0327222	0.0331723	0.02685	0.0258824	0.0274029	0.0271231	0.0290286	0.0291116	0.0253228	0.0270093	0.0262207	0.0251175	0.0243008	0.0260592	0.0214535	0.0235905	0.022599	0.02710902	0.1072971	0.06150488	0.06731042	0.03480734	-3.607889	3	28.50085	0.1288153	11.8532	18.3763	11.5787	6.55456	14.0509	0.5225343
155500	-424.751	-501.9482	77.19722	27.73609	0.0300605	0.0319368	0.0343968	0.0322346	0.0370365	0.0345551	0.0327163	0.0283979	0.0309706	0.0309339	0.0335226	0.0347391	0.0370418	0.0319556	0.0310651	0.0342975	0.0340748	0.0322851	0.0316787	0.0388345	0.0340484	0.0343366	0.0312121	0.0355975	0.0328983	0.0326	0.0363216	0.032717	0.0319044	0.0309509	0.0365272	0.0360592	0.0296081	0.0318835	0.0444728	0.0333515	0.0331536	0.02749	0.0361016	0.0338232	0.0310164	0.034347	0.03342568	0.09845017	0.04810998	0.1015741	0.02744434	-3.398431	4	29.61543	0.1496841	16.5817	19.6254	8.9937	8.11877	8.51433	0.6785898
156000	-423.1245	-501.8714	78.74689	25.20514	0.0413806	0.0389139	0.0405808	0.042261	0.0393372	0.0369373	0.0378899	0.0347997	0.0395738	0.0451626	0.0395018	0.0384274	0.0379458	0.0429452	0.0427868	0.0402722	0.0420904	0.0371977	0.039761	0.040004	0.036571	0.0437344	0.0408465	0.0413375	0.0390885	0.0355439	0.0370584	0.03994	0.036145	0.0401674	0.0446333	0.0483728	0.038705	0.0417403	0.0382182	0.0389819	0.0362901	0.0449873	0.0425809	0.0412997	0.0421897	0.0422975	0.04038031	0.07282345	0.08124782	0.07169989	0.06911013	-3.209413	4	29.60263	0.1529477	14.4786	16.4059	9.08186	9.03526	10.1738	0.4687869
156500	-336.6448	-504.867	168.2221	28.18471	0.0367905	0.0365685	0.0359083	0.0366502	0.0360199	0.0363053	0.0368176	0.0361971	0.0361934	0.0367897	0.0364779	0.0362656	0.0364389	0.0365469	0.036392	0.0364316	0.0364353	0.0362435	0.0361307	0.03697	0.0370417	0.0361497	0.0364147	0.036639	0.0356286	0.0364362	0.0361337	0.0361088	0.0365395	0.0367336	0.0362426	0.0358216	0.0365392	0.0368122	0.0363683	0.036288	0.0364638	0.0365768	0.0357949	0.0363592	0.0360908	0.0363419	0.03634997	0.006732947	0.1440528	0.06089994	0.01865188	-3.314562	4	29.43393	0.2049527	16.634	19.6839	11.3657	7.54111	6.51749	0.2971414
157000	-366.86	-499.8055	132.9455	26.60739	0.0345841	0.0348799	0.0346135	0.0347702	0.0348204	0.0348689	0.0352833	0.0359998	0.0352427	0.0361184	0.0348857	0.0349931	0.0359386	0.0357001	0.035641	0.0352256	0.0357768	0.0363139	0.0345738	0.035634	0.0370625	0.0370985	0.0368675	0.0353559	0.0353453	0.035949	0.0359568	0.0368345	0.0350003	0.0349735	0.0363149	0.0341442	0.0364502	0.0347782	0.0342921	0.0358806	0.0362838	0.0351307	0.0346594	0.0365258	0.034618	0.0375679	0.03549836	0.02718348	0.1202227	0.04366001	0.03990188	-3.338269	4	27.38635	0.1638827	13.1873	20.0034	8.58845	9.47728	8.74847	0.2664101
157500	-389.2352	-502.8893	113.6541	22.72966	0.0387236	0.0386098	0.0378747	0.0383671	0.0370929	0.0392329	0.0370581	0.0371085	0.037147	0.0403	0.041503	0.0379917	0.0369071	0.0371117	0.0368599	0.0376749	0.0388998	0.0375727	0.0391799	0.0384532	0.036692	0.0401879	0.038739	0.0385754	0.0385182	0.0378864	0.0388748	0.037885	0.0369804	0.0373771	0.040329	0.038845	0.0388416	0.0403781	0.0373163	0.0359118	0.039768	0.0399758	0.0372654	0.0385045	0.0363293	0.0376261	0.03814591	0.03249869	0.004359407	0.09682214	0.02459408	-3.266337	4	28.06077	0.1011816	18.7607	17.0654	8.88331	15.6859	7.41726	0.956915
158000	-481.1404	-500.0615	18.9211	27.69926	0.0270044	0.0618735	0.0285102	0.0254717	0.0399397	0.0641951	0.031888	0.0244641	0.0337011	0.0311902	0.025795	0.0291868	0.0268225	0.0466352	0.031996	0.0644425	0.0448641	0.0317984	0.0262375	0.0373342	0.0398005	0.0320605	0.025013	0.0410658	0.0420033	0.0370732	0.0473163	0.0370436	0.0290902	0.0367286	0.0283288	0.0494126	0.032638	0.0473686	0.0562818	0.0382591	0.0334622	0.0400236	0.0316304	0.0264193	0.0443223	0.0684566	0.03563231	0.2272958	0.06991342	0.06804706	0.01778684	-3.334502	3	28.45823	0.1379605	13.1707	19.7701	10.9856	10.9157	10.362	0.4932359
158500	-441.9848	-507.3311	65.34634	26.08555	0.057369	0.0521624	0.062087	0.0603675	0.0666547	0.0570524	0.0562242	0.0578964	0.0529979	0.0570247	0.0621169	0.0597018	0.0576306	0.0644582	0.0653897	0.0528974	0.0587566	0.0718673	0.0644988	0.0655289	0.0588038	0.0546314	0.0625549	0.0616037	0.0669002	0.0600473	0.0526351	0.0656599	0.0611377	0.0602005	0.0572279	0.0571837	0.0611166	0.0522507	0.0656672	0.0610729	0.0615274	0.0588815	0.0620822	0.0579832	0.06433	0.0519616	0.06060171	0.08262732	0.1087425	0.06070633	0.04567049	-2.803432	5	27.61701	0.1694488	19.0023	17.9947	10.3756	13.2207	11.8655	0.3582576
159000	-397.2207	-507.6747	110.4541	21.26381	0.0587803	0.0609499	0.0623432	0.0634196	0.0614176	0.0627473	0.0627728	0.0664909	0.0615961	0.0592697	0.0640664	0.0645235	0.0620986	0.0656484	0.0676302	0.0626556	0.0611639	0.0630251	0.0631756	0.0636865	0.0646654	0.0641265	0.0628052	0.0631133	0.0628117	0.0625507	0.0635493	0.0649253	0.0633764	0.0646931	0.0631701	0.0654058	0.0654989	0.0634934	0.0645053	0.0600696	0.0623595	0.0608297	0.060767	0.0622127	0.0658155	0.064328	0.06304463	0.02987159	0.1458346	0.043653	0.03332593	-2.763912	5	22.00872	0.1894876	14.5419	17.9746	7.64535	14.0857	13.3366	0.230374
159500	-445.5879	-508.8995	63.31162	22.53787	0.0363555	0.0313585	0.0334449	0.0387198	0.0367845	0.0393838	0.0357077	0.0387849	0.0359085	0.0350281	0.0400186	0.0381087	0.038143	0.0427377	0.0376448	0.0420748	0.037874	0.0406717	0.034995	0.0354425	0.0406331	0.0268398	0.0370273	0.0325134	0.0383475	0.0327034	0.0464004	0.0372427	0.0374209	0.0372457	0.0335789	0.0376817	0.0317267	0.0325341	0.0400202	0.0400957	0.0371418	0.0299262	0.0338548	0.0377107	0.0430803	0.0385923	0.03637647	0.1061186	0.124138	0.1606452	0.02293225	-3.313833	3	29.39069	0.2847833	14.1196	16.149	8.62004	13.3039	12.0184	0.5640965
160000	-401.4301	-498.8907	97.46061	28.2928	0.0304223	0.0334418	0.0343417	0.0318274	0.0327991	0.0339026	0.0312174	0.0347998	0.0314875	0.0349872	0.0345201	0.032787	0.0351113	0.0329537	0.0365082	0.0308911	0.0347685	0.0315788	0.0342343	0.0332051	0.0347103	0.0352433	0.0326704	0.0349087	0.0335404	0.032094	0.0357832	0.0335525	0.036014	0.0306861	0.0326735	0.0349018	0.0318176	0.0340936	0.0350132	0.0358647	0.0333887	0.0337755	0.035214	0.0325002	0.0355992	0.0343753	0.0333842	0.04375249	0.09256174	0.07980976	0.02780183	-3.399673	2	28.50115	0.1723715	21.1882	16.5455	8.87834	8.04231	7.86129	0.4630102
160500	-436.3166	-514.6036	78.28701	22.93843	0.0345665	0.0289664	0.0322776	0.0378644	0.0312074	0.0365521	0.03494	0.0317832	0.0322378	0.0296976	0.0345254	0.0351075	0.0325752	0.0331366	0.0301665	0.0344023	0.030259	0.0269269	0.0276445	0.0309531	0.0356135	0.0324478	0.0335382	0.031469	0.0385406	0.0278617	0.0276708	0.0346379	0.0321005	0.0281905	0.0333023	0.0330002	0.0297725	0.0324504	0.0340858	0.0329152	0.0371224	0.0317497	0.033001	0.0305232	0.0299215	0.0347804	0.03283849	0.08558725	0.03328809	0.07472152	0.04926595	-3.416154	4	28.09025	0.1080096	12.2391	17.5489	9.885	14.9252	14.8506	0.6918044
161000	-412.4973	-502.8591	90.36185	26.95707	0.033298	0.0332822	0.0319304	0.0302655	0.0328974	0.0327012	0.0300664	0.0291286	0.0340541	0.0353335	0.0303378	0.0299537	0.03117	0.0304373	0.030037	0.0327979	0.0343959	0.0338629	0.0285958	0.0320294	0.0334791	0.0326476	0.0305824	0.0364237	0.0341624	0.0301047	0.0308901	0.0339115	0.0302852	0.0356709	0.032283	0.0317982	0.0312089	0.0325499	0.0300969	0.0293023	0.0302139	0.0343361	0.034409	0.0321969	0.0325126	0.0327596	0.03192454	0.05527021	0.01801426	0.1471476	0.0161944	-3.44438	3	28.53748	0.1651619	13.7053	18.4285	7.89637	9.10912	14.6079	0.8909297
161500	-457.0367	-502.0365	44.99977	26.89776	0.0349437	0.035694	0.0372405	0.0240533	0.0436725	0.0323835	0.0388367	0.0263716	0.0383239	0.0408558	0.026735	0.0305983	0.0348388	0.0363435	0.0347468	0.031417	0.0318401	0.0444295	0.0398612	0.0394673	0.0312911	0.0260548	0.030896	0.0363347	0.0285954	0.0354219	0.0303822	0.0341278	0.04089	0.035419	0.04064	0.0383266	0.0306312	0.0315681	0.0399258	0.0415172	0.0350152	0.0285735	0.0321191	0.038524	0.0294546	0.0457101	0.03511695	0.1267549	0.03221882	0.1026712	0.02310773	-3.349071	2	27.8568	0.13489	18.3257	16.499	10.8356	14.7188	14.263	0.7611475
162000	-439.3901	-504.2537	64.8636	25.40784	0.0392559	0.0419763	0.0399101	0.036964	0.0509999	0.0410923	0.0438621	0.0425668	0.0492365	0.046601	0.0404255	0.0443265	0.0365872	0.0418556	0.0369009	0.0432878	0.0450051	0.0447154	0.0406141	0.0363468	0.0449925	0.0434033	0.0441405	0.0475933	0.0399339	0.0398077	0.0407843	0.0484556	0.0361168	0.0391407	0.0480522	0.0395779	0.0442783	0.0451243	0.0381201	0.0425009	0.0405161	0.0435251	0.0505866	0.0467148	0.0457482	0.0404124	0.04334388	0.07613449	0.1074567	0.01419693	0.04671835	-3.13859	4	25.8782	0.1216536	17.3564	18.128	7.55159	14.5022	13.1824	0.1166996
162500	-456.1176	-502.3963	46.27863	24.93492	0.0372014	0.0395552	0.039615	0.040501	0.0444624	0.036602	0.0528268	0.0451025	0.0524735	0.0452075	0.0491026	0.0391609	0.0480084	0.0415664	0.0342784	0.0438888	0.041879	0.0398489	0.033341	0.0481496	0.0461426	0.0393873	0.0437577	0.0506889	0.045779	0.0406225	0.041971	0.0415091	0.0364491	0.0521663	0.0402359	0.0340006	0.0468226	0.032444	0.0516466	0.0324006	0.0366484	0.040423	0.0316121	0.0404379	0.0422239	0.0621525	0.04265802	0.1290371	0.09727054	0.08181953	0.0303184	-3.15454	3	25.37644	0.1790901	20.1167	18.1575	10.3974	14.4094	13.9443	0.4568624
163000	-472.9172	-501.6178	28.7006	25.82659	0.0275878	0.0226271	0.0278388	0.0254915	0.0361775	0.0270431	0.0259517	0.0409216	0.0352685	0.0291109	0.0341458	0.0297426	0.0237853	0.0309674	0.0371055	0.0419149	0.039377	0.0332026	0.0210994	0.0314021	0.0281229	0.0200138	0.0339044	0.0236258	0.0404139	0.0328646	0.0371236	0.0299911	0.0222751	0.0333449	0.0222485	0.0319081	0.0456818	0.0335809	0.0243681	0.0375243	0.019021	0.0471846	0.0304173	0.0389911	0.0207111	0.0575485	0.02979671	0.3059261	0.07827851	0.1201603	0.00847054	-3.513357	4	27.7353	0.1984388	16.0638	19.4233	10.4703	14.5973	7.4643	0.6055282
163500	-443.1289	-502.7304	59.60151	24.38803	0.0428468	0.03785	0.0419247	0.0399159	0.040933	0.0440772	0.04219	0.0440747	0.0482801	0.0357841	0.0387414	0.0432783	0.0439889	0.0409681	0.0444965	0.0406647	0.0379582	0.0458337	0.0391758	0.033295	0.0393896	0.0398127	0.0457979	0.0380656	0.0333534	0.0423541	0.0347507	0.046695	0.0427108	0.044675	0.0418587	0.0363897	0.0410527	0.051539	0.0436659	0.0399559	0.0366901	0.0430427	0.0525933	0.0387713	0.0565473	0.0412352	0.040795	0.1224726	0.05569514	0.0636017	0.04910846	-3.199196	4	24.99176	0.1192968	19.5107	16.367	11.5684	14.6182	11.1159	0.5331382
164000	-428.1026	-515.0742	86.97164	24.05257	0.0500064	0.0488312	0.0533823	0.0520698	0.0556094	0.05166	0.0526404	0.0525991	0.0540685	0.0585888	0.0499173	0.0556285	0.056999	0.0523845	0.048565	0.0584992	0.0544146	0.0534088	0.0535112	0.0530754	0.0566135	0.049033	0.052887	0.054181	0.0476761	0.0540728	0.0483955	0.0516785	0.0493564	0.0522907	0.0482353	0.0557206	0.0512253	0.0551814	0.0582413	0.0500251	0.0534234	0.0536754	0.0474472	0.0544661	0.0502424	0.0490094	0.05200097	0.06162342	0.1649922	0.04188048	0.07405914	-2.956493	5	25.25049	0.2068727	17.2446	16.7688	10.8016	11.3314	9.03716	0.2024457
164500	-479.0417	-506.6511	27.60931	22.3882	0.0578413	0.0619603	0.0595504	0.0682955	0.0625255	0.0558903	0.0923655	0.057293	0.0529303	0.0694379	0.0623967	0.0651158	0.0984495	0.0600269	0.0533516	0.0596653	0.0721616	0.064975	0.0612161	0.0697891	0.0665725	0.0722098	0.0483881	0.0541079	0.0703459	0.0607241	0.0496287	0.0600853	0.0516322	0.061137	0.0523056	0.0503062	0.0707374	0.0506529	0.0608633	0.105332	0.0705983	0.0622161	0.0649925	0.0435631	0.0767637	0.0605684	0.06511481	0.1814721	0.09573421	0.07262132	0.04003665	-2.731603	4	22.62198	0.1683555	21.7392	16.6919	8.87988	9.86714	7.53011	0.4313569
165000	-487.8615	-505.0243	17.16286	22.18417	0.0435279	0.038611	0.0333033	0.0546018	0.0459265	0.0410295	0.0557424	0.0411962	0.0416109	0.0582644	0.0404719	0.0401477	0.0692188	0.0432317	0.0515289	0.0905334	0.0452279	0.0327406	0.0384303	0.0262168	0.0625306	0.0353798	0.0494608	0.0377953	0.0397966	0.0522749	0.0375099	0.071491	0.0609936	0.0269562	0.0415534	0.0603368	0.04758	0.05635	0.0528169	0.0716738	0.0335302	0.0743136	0.0431849	0.0570192	0.0588063	0.0476518	0.04696253	0.2762071	0.1617698	0.04729454	0.04093024	-3.058405	4	29.57064	0.2090644	21.8603	17.3898	11.0298	7.59063	9.60877	0.22622
